id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
5994,Shiba Inu,SHIB,shiba-inu,962,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel', 'base-ecosystem', 'animal-memes']",589552695333683.0,589249934927287.0,589504331168147.4,False,,15,589552695333683.0,8960812610.724983,,2025-05-10T05:51:00.000Z,1.5199341266098735e-05,632895409.2350796,72.6112,0.54098321,6.42433672,13.8103459,27.34914751,30.09293576,-6.5878358,8956210851.986307,0.2737,8960812610.72,,2025-05-10T05:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2025-05-10 12:52:18.620123
1,Bitcoin,BTC,bitcoin,12062,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve']",21000000.0,19863381.0,19863381.0,False,,1,,,,2025-05-11T18:18:00.000Z,103982.561733859,47279662404.81189,20.3467,-0.01746038,0.6948222,8.9571819,24.10975702,26.05248504,6.92737435,2065445241075.6619,62.2448,2183633796411.04,,2025-05-11T18:18:00.000Z,,,,,,2025-05-12 01:18:49.486176
1027,Ethereum,ETH,ethereum,10287,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve']",,120730193.6914991,120730193.6914991,True,,2,,,,2025-05-11T18:17:00.000Z,2481.9272876565624,29711641079.47048,15.3187,0.12130867,-0.10505514,35.66890493,57.62754109,32.21522027,-7.24906821,299643562166.9938,9.0301,299643562166.99,,2025-05-11T18:17:00.000Z,,,,,,2025-05-12 01:18:49.486176
825,Tether USDt,USDT,tether,127364,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio']",,149877103413.60703,153508342053.83972,True,,3,,,,2025-05-11T18:17:00.000Z,1.0001842549586066,96081721990.64737,20.6231,0.00076341,0.01656396,0.00469344,0.05653272,-0.00143453,-0.00780896,149904719013.0926,4.5176,153536626727.05,,2025-05-11T18:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-05-12 01:18:49.486176
52,XRP,XRP,xrp,1605,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,58550454873.0,99986154627.0,False,,4,,,,2025-05-11T18:18:00.000Z,2.3613278863883815,4324968370.253772,10.503,0.42113313,-3.02675675,8.55457099,15.06787793,6.16597824,-2.80104857,138256821852.33942,4.1665,236132788638.84,,2025-05-11T18:18:00.000Z,,,,,,2025-05-12 01:18:49.486176
1839,BNB,BNB,bnb,2519,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,140889075.35,140889075.35,False,,5,,,,2025-05-11T18:18:00.000Z,652.322860185748,2027530543.2580318,-13.8245,0.21132603,-0.36469169,10.9762008,10.67793049,16.45884798,6.98430989,91905164601.23737,2.7697,91905164601.24,,2025-05-11T18:18:00.000Z,,,,,,2025-05-12 01:18:49.486176
5426,Solana,SOL,solana,913,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,519321848.5483595,600503532.4802804,True,,6,,,,2025-05-11T18:17:00.000Z,171.41646159941914,4575310025.62235,24.1467,0.10974688,-0.44029412,16.33968265,41.49077586,37.14574252,-15.51280877,89020313709.42923,2.6827,102936190715.72,,2025-05-11T18:17:00.000Z,,,,,,2025-05-12 01:18:49.486176
3408,USDC,USDC,usd-coin,27744,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,60792763614.372284,60792763614.372284,False,,7,,,,2025-05-11T18:17:00.000Z,0.9999507676086153,10105033034.036724,-3.7667,-0.00288102,0.00571041,-0.00583826,-0.004271,-0.02261181,-0.01299249,60789770641.24067,1.832,60789770641.24,,2025-05-11T18:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-05-12 01:18:49.486176
74,Dogecoin,DOGE,dogecoin,1218,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america']",,149221326383.70523,149221326383.70523,True,,8,,,,2025-05-11T18:18:00.000Z,0.2307070167566729,3923067566.3714304,49.5443,1.54476745,-1.25282019,33.85474738,43.70701439,37.83599582,-9.09614735,34426407046.45844,1.0375,34426407046.46,,2025-05-11T18:18:00.000Z,,,,,,2025-05-12 01:18:49.486176
2010,Cardano,ADA,cardano,1513,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve']",45000000000.0,35312950699.40473,44994598048.95946,False,,9,,,,2025-05-11T18:18:00.000Z,0.7985102350417574,1198124180.641366,-5.0856,0.63353242,-2.81754332,16.36342539,26.54510682,10.0503131,13.68361842,28197752562.999664,0.8498,35932960576.88,,2025-05-11T18:18:00.000Z,,,,,,2025-05-12 01:18:49.486176
1958,TRON,TRX,tron,1173,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio']",,94909668745.6479,94909668012.66454,True,,10,,,,2025-05-11T18:18:00.000Z,0.26218180478602293,979613547.7908206,12.7188,0.22379039,0.55168138,5.70426281,7.90438691,17.35681238,8.09686733,24883588243.37756,0.7499,24883588051.2,,2025-05-11T18:18:00.000Z,,,,,,2025-05-12 01:18:49.486176
20947,Sui,SUI,sui,645,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio']",10000000000.0,3338327017.9116654,10000000000.0,False,,11,3338327017.9116654,13211332854.32282,,2025-05-11T18:18:00.000Z,3.9574711475052986,2084627646.3741584,28.0112,0.47255625,-1.13399551,20.97498892,77.21843517,77.03193733,21.55757204,13211332854.32282,0.3981,39574711475.05,,2025-05-11T18:18:00.000Z,,,,,,2025-05-12 01:18:49.486176
1975,Chainlink,LINK,chainlink,2005,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,657099970.4527867,1000000000.0,False,,12,,,,2025-05-11T18:18:00.000Z,16.829838832070422,640624915.0644925,19.112,0.4583656,0.20307973,19.21979799,31.98789958,27.92271541,-10.21938842,11058886599.278637,0.3333,16829838832.07,,2025-05-11T18:18:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-05-12 01:18:49.486176
5805,Avalanche,AVAX,avalanche,911,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1', 'made-in-america']",715748719.0,418302817.00429213,454972317.00429213,False,,13,,,,2025-05-11T18:18:00.000Z,24.609582902761574,559556364.7173058,8.6511,0.63697474,0.29483085,22.67129285,26.3969799,34.43878113,-3.28296258,10294257853.525831,0.3102,17614277437.78,,2025-05-11T18:18:00.000Z,,,,,,2025-05-12 01:18:49.486176
512,Stellar,XLM,stellar,706,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets', '2017-2018-alt-season', 'made-in-america']",50001806812.0,31031445214.032932,50001786892.81785,False,,14,,,,2025-05-11T18:18:00.000Z,0.30611962617974803,319904737.25565046,19.6186,0.40921152,-0.83084832,14.62401203,30.11638557,19.51190835,-2.71893781,9499334408.737093,0.2863,15306534409.6,,2025-05-11T18:18:00.000Z,,,,,,2025-05-12 01:18:49.486176
5994,Shiba Inu,SHIB,shiba-inu,962,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel', 'base-ecosystem', 'animal-memes']",589552695333683.0,589249915354214.4,589504312865999.6,False,,15,589552695333683.0,9404144619.67927,,2025-05-11T18:18:00.000Z,1.5951321559740447e-05,589051861.8297468,13.1003,0.70578817,-0.26817482,25.46175546,30.65877852,30.67988319,0.60139038,9399314878.864914,0.2833,9404144619.68,,2025-05-11T18:18:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2025-05-12 01:18:49.486176
1,Bitcoin,BTC,bitcoin,12062,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve']",21000000.0,19863381.0,19863381.0,False,,1,,,,2025-05-11T18:19:00.000Z,103987.14688459782,47931715743.91736,21.9893,-0.0978731,0.6965258,8.95462856,24.24753714,26.00885296,6.95323087,2065536317671.7295,62.2476,2183730084576.55,,2025-05-11T18:19:00.000Z,,,,,,2025-05-12 01:19:50.333618
1027,Ethereum,ETH,ethereum,10287,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve']",,120730193.6914991,120730193.6914991,True,,2,,,,2025-05-11T18:18:00.000Z,2484.5775636823796,29716411333.57199,12.3594,0.19420056,0.04550904,35.84124175,57.98316246,32.3703413,-7.04680158,299963530504.92664,9.0398,299963530504.93,,2025-05-11T18:18:00.000Z,,,,,,2025-05-12 01:19:50.333618
825,Tether USDt,USDT,tether,127364,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio']",,149877103413.60703,153508342053.83972,True,,3,,,,2025-05-11T18:18:00.000Z,1.000076294275132,96092656191.62448,20.6914,0.01041065,0.00071233,-0.00246869,0.04540097,0.02024677,-0.02044553,149888538178.57086,4.5171,153520053861.52,,2025-05-11T18:18:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-05-12 01:19:50.333618
52,XRP,XRP,xrp,1605,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,58550454873.0,99986154627.0,False,,4,,,,2025-05-11T18:19:00.000Z,2.3623854226763945,4319250172.20019,10.2884,0.40541641,-2.97197496,8.60365563,15.21075629,6.20889122,-2.75980088,138318741083.04727,4.1684,236238542267.64,,2025-05-11T18:19:00.000Z,,,,,,2025-05-12 01:19:50.333618
1839,BNB,BNB,bnb,2519,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,140889075.35,140889075.35,False,,5,,,,2025-05-11T18:19:00.000Z,652.4058198410098,2030847701.2971241,-13.4505,0.18083141,-0.34890223,10.98857526,10.70422322,16.48261969,6.98792762,91916852710.35855,2.77,91916852710.36,,2025-05-11T18:19:00.000Z,,,,,,2025-05-12 01:19:50.333618
5426,Solana,SOL,solana,913,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,519321848.5483595,600503532.4802804,True,,6,,,,2025-05-11T18:18:00.000Z,171.47479194467996,4575584742.049455,24.1356,0.14583545,-0.41820037,16.28754411,41.81852503,37.14707421,-15.36693139,89050605932.15654,2.6837,102971218294.1,,2025-05-11T18:18:00.000Z,,,,,,2025-05-12 01:19:50.333618
3408,USDC,USDC,usd-coin,27744,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,60792763614.372284,60792763614.372284,False,,7,,,,2025-05-11T18:18:00.000Z,0.9998535002435582,10110637684.284801,-3.995,0.0082086,-0.00685736,-0.00884753,-0.01525221,-0.01092606,-0.0207974,60783857489.30936,1.8318,60783857489.31,,2025-05-11T18:18:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-05-12 01:19:50.333618
74,Dogecoin,DOGE,dogecoin,1218,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america']",,149221326383.70523,149221326383.70523,True,,8,,,,2025-05-11T18:19:00.000Z,0.23079787167290167,3923175565.233738,49.4455,1.41245446,-1.40409232,33.91208411,43.78503965,37.89105092,-9.07631657,34439964537.566574,1.0379,34439964537.57,,2025-05-11T18:19:00.000Z,,,,,,2025-05-12 01:19:50.333618
2010,Cardano,ADA,cardano,1513,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve']",45000000000.0,35312950699.40473,44994598048.95946,False,,9,,,,2025-05-11T18:19:00.000Z,0.7992876807166567,1197341906.8156962,-5.1476,0.57286598,-2.7376298,16.4747963,26.69297183,10.17407424,13.79420105,28225206463.78885,0.8506,35967945632.25,,2025-05-11T18:19:00.000Z,,,,,,2025-05-12 01:19:50.333618
1958,TRON,TRX,tron,1173,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio']",,94909668745.6479,94909668012.66454,True,,10,,,,2025-05-11T18:18:00.000Z,0.26218180478602293,979613547.7908206,12.7188,0.22379039,0.55168138,5.70426281,7.90438691,17.35681238,8.09686733,24883588243.37756,0.7499,24883588051.2,,2025-05-11T18:18:00.000Z,,,,,,2025-05-12 01:19:50.333618
20947,Sui,SUI,sui,645,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio']",10000000000.0,3338327017.9116654,10000000000.0,False,,11,3338327017.9116654,13214891194.741549,,2025-05-11T18:19:00.000Z,3.9585370527924786,2083639030.9258876,27.9894,0.35571489,-1.06374686,21.00319058,77.35220146,77.08755792,21.59679811,13214891194.741549,0.3982,39585370527.92,,2025-05-11T18:19:00.000Z,,,,,,2025-05-12 01:19:50.333618
1975,Chainlink,LINK,chainlink,2005,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,657099970.4527867,1000000000.0,False,,12,,,,2025-05-11T18:19:00.000Z,16.834058301024704,640479717.5739498,19.124,0.37698445,0.20619569,19.24412416,32.03874828,27.96683772,-10.19605014,11061659212.203821,0.3334,16834058301.02,,2025-05-11T18:19:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-05-12 01:19:50.333618
5805,Avalanche,AVAX,avalanche,911,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1', 'made-in-america']",715748719.0,418302817.00429213,454972317.00429213,False,,13,,,,2025-05-11T18:19:00.000Z,24.63123768501135,559459439.1369575,8.6014,0.63194325,0.2312983,22.78903536,26.51180096,34.53132757,-3.19282461,10303316109.942526,0.3105,17629776820.43,,2025-05-11T18:19:00.000Z,,,,,,2025-05-12 01:19:50.333618
512,Stellar,XLM,stellar,706,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets', '2017-2018-alt-season', 'made-in-america']",50001806812.0,31031445214.032932,50001786892.81785,False,,14,,,,2025-05-11T18:19:00.000Z,0.3063263698976921,319878927.7613287,19.5801,0.36812623,-0.86626097,14.69276587,30.23003287,19.57916454,-2.64890347,9505749965.093819,0.2865,15316871969.05,,2025-05-11T18:19:00.000Z,,,,,,2025-05-12 01:19:50.333618
5994,Shiba Inu,SHIB,shiba-inu,962,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel', 'base-ecosystem', 'animal-memes']",589552695333683.0,589249915354214.4,589504312865999.6,False,,15,589552695333683.0,9419367713.61657,,2025-05-11T18:19:00.000Z,1.5977142990221202e-05,589024573.1016885,13.1305,0.77600506,-0.23602361,25.65073173,30.94832178,30.89860949,0.74685206,9414530154.590023,0.2837,9419367713.62,,2025-05-11T18:19:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2025-05-12 01:19:50.333618
1,Bitcoin,BTC,bitcoin,12062,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve']",21000000.0,19863625.0,19863625.0,False,,1,,,,2025-05-12T06:22:00.000Z,103914.08184374604,46454081962.28419,4.1029,0.03078825,-0.02130726,9.78439572,24.48046768,25.28192581,5.73943484,2064110353963.48,61.985,2182195718718.67,,2025-05-12T06:22:00.000Z,,,,,,2025-05-12 13:23:06.848435
1027,Ethereum,ETH,ethereum,10287,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve']",,120729738.24154536,120729738.24154536,True,,2,,,,2025-05-12T06:22:00.000Z,2496.995030752922,24121525946.588173,-28.9435,-0.24864217,-1.66734435,37.69068338,58.57477715,33.96446312,-7.90075337,301461556453.2398,9.0529,301461556453.24,,2025-05-12T06:22:00.000Z,,,,,,2025-05-12 13:23:06.848435
825,Tether USDt,USDT,tether,127386,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio']",,149978103412.8273,153508342053.05997,True,,3,,,,2025-05-12T06:21:00.000Z,0.999852893511469,85203677216.74673,-13.5322,-0.0290153,-0.02112136,-0.01757602,0.04416924,-0.00488982,-0.02583631,149956040660.6777,4.4979,153485759979.9,,2025-05-12T06:21:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-05-12 13:23:06.848435
